transaction_id,payment_id,settlement_id,amount,currency,timestamp,ledger_status,ledger_entry_id,posted_at,reconciliation_batch
TXN-000187,PAY-000187-905,SET-20260901-746036,608.53,INR,2026-09-01T06:44:45,POSTED,LED-68010596,2026-09-01T15:39:13,RB-20260901
TXN-000188,PAY-000188-141,SET-20260802-662224,635.68,INR,2026-08-02T15:57:40,POSTED,LED-40892558,2026-08-03T01:00:25,RB-20260803
TXN-000189,PAY-000189-908,SET-20260821-220866,1738.65,INR,2026-08-21T12:14:39,POSTED,LED-19843296,2026-08-22T01:38:14,RB-20260822
TXN-000190,PAY-000190-802,SET-20260813-249602,308.90,INR,2026-08-13T15:56:31,POSTED,LED-15207074,2026-08-14T02:40:00,RB-20260814
TXN-000191,PAY-000191-579,SET-20260817-801328,163.76,INR,2026-08-17T03:44:47,POSTED,LED-85956485,2026-08-17T10:34:05,RB-20260817
TXN-000192,PAY-000192-808,SET-20260816-462029,1025.50,INR,2026-08-16T11:25:04,POSTED,LED-78660060,2026-08-16T17:36:28,RB-20260816
TXN-000193,PAY-000193-166,SET-20260808-175449,1928.99,INR,2026-08-08T15:16:37,ACCRUED,LED-56246183,2026-08-09T00:16:37,RB-20260809
TXN-000194,PAY-000194-136,SET-20260812-177613,2118.65,INR,2026-08-12T17:08:56,POSTED,LED-55944539,2026-08-13T06:03:14,RB-20260813
TXN-000195,PAY-000195-538,SET-20260824-900912,1651.62,INR,2026-08-24T02:13:47,ACCRUED,LED-84084188,2026-08-24T19:13:47,RB-20260824
TXN-000197,PAY-000197-502,SET-20260801-276261,314.62,INR,2026-08-01T09:21:43,POSTED,LED-32571071,2026-08-01T17:31:44,RB-20260801
TXN-000198,PAY-000198-854,SET-20260824-871630,283.55,INR,2026-08-24T07:27:17,POSTED,LED-71670199,2026-08-24T19:45:00,RB-20260824
TXN-000199,PAY-000199-676,SET-20260819-898349,1812.54,INR,2026-08-19T01:50:52,POSTED,LED-84661462,2026-08-19T17:49:48,RB-20260819
TXN-000201,PAY-000201-771,SET-20260816-580758,2088.26,INR,2026-08-16T12:44:20,POSTED,LED-92249086,2026-08-16T16:55:19,RB-20260816
TXN-000203,PAY-000203-513,SET-20260815-554521,2025.02,INR,2026-08-15T17:01:30,POSTED,LED-53531389,2026-08-15T20:57:39,RB-20260815
TXN-000204,PAY-000204-583,SET-20260824-435730,79.64,INR,2026-08-24T22:05:43,POSTED,LED-75946456,2026-08-25T02:01:47,RB-20260825
TXN-000205,PAY-000205-948,SET-20260826-258270,1194.08,INR,2026-08-26T12:47:36,POSTED,LED-19714422,2026-08-26T22:06:12,RB-20260826
TXN-000206,PAY-000206-993,SET-20260813-901851,2437.58,INR,2026-08-13T02:46:10,POSTED,LED-19552890,2026-08-13T08:16:53,RB-20260813
TXN-000207,PAY-000207-518,SET-20260820-474489,1552.19,INR,2026-08-20T03:41:05,POSTED,LED-87476111,2026-08-20T15:53:21,RB-20260820
TXN-000210,PAY-000210-102,SET-20260812-929115,835.71,INR,2026-08-12T06:25:13,POSTED,LED-33630631,2026-08-12T13:30:16,RB-20260812
TXN-000211,PAY-000211-531,SET-20260830-582639,462.55,INR,2026-08-30T08:18:54,POSTED,LED-88840395,2026-08-30T20:57:45,RB-20260830
TXN-000212,PAY-000212-819,SET-20260818-866128,1651.93,INR,2026-08-18T06:59:59,POSTED,LED-38054501,2026-08-18T10:10:26,RB-20260818
TXN-000213,PAY-000213-450,SET-20260821-137838,2176.54,INR,2026-08-21T22:13:32,POSTED,LED-10624054,2026-08-22T07:19:10,RB-20260822
TXN-000214,PAY-000214-803,SET-20260828-484695,391.29,INR,2026-08-28T12:30:14,POSTED,LED-90531134,2026-08-29T01:07:26,RB-20260829
TXN-000215,PAY-000215-577,SET-20260802-362695,867.39,INR,2026-08-02T15:47:15,ACCRUED,LED-55278024,2026-08-03T04:47:15,RB-20260803
TXN-000216,PAY-000216-832,SET-20260820-188717,2386.29,INR,2026-08-20T00:20:53,POSTED,LED-41936026,2026-08-20T05:00:12,RB-20260820
TXN-000217,PAY-000217-484,SET-20260823-523968,1702.04,INR,2026-08-23T11:10:16,POSTED,LED-62124613,2026-08-23T21:38:54,RB-20260823
TXN-000218,PAY-000218-771,SET-20260814-818483,1608.62,INR,2026-08-14T01:15:24,POSTED,LED-30760803,2026-08-14T14:58:50,RB-20260814
TXN-000219,PAY-000219-699,SET-20260808-950583,955.09,INR,2026-08-08T20:40:56,POSTED,LED-40689946,2026-08-09T06:53:02,RB-20260809
TXN-000220,PAY-000220-718,SET-20260821-208216,110.12,INR,2026-08-21T07:02:46,POSTED,LED-52455364,2026-08-21T18:52:52,RB-20260821
TXN-000221,PAY-000221-230,SET-20260802-328624,894.41,INR,2026-08-02T20:18:53,POSTED,LED-67194407,2026-08-02T23:46:18,RB-20260802
TXN-000222,PAY-000222-897,SET-20260805-475705,2460.13,INR,2026-08-05T13:42:41,POSTED,LED-53568937,2026-08-06T05:11:22,RB-20260806
TXN-000222,PAY-000222-897,SET-20260805-475705,2460.13,INR,2026-08-05T13:42:41,DUPLICATE_HOLD,LED-74265654,2026-08-06T05:28:22,RB-20260806
TXN-000223,PAY-000223-637,SET-20260811-703461,1001.98,INR,2026-08-11T03:15:48,POSTED,LED-45149524,2026-08-11T13:33:39,RB-20260811
TXN-000224,PAY-000224-413,SET-20260819-513928,1099.67,INR,2026-08-19T19:35:19,POSTED,LED-48142907,2026-08-20T09:33:36,RB-20260820
TXN-000225,PAY-000225-942,SET-20260826-759649,2083.10,INR,2026-08-26T01:28:43,ACCRUED,LED-20735248,2026-08-26T20:28:43,RB-20260826
TXN-000226,PAY-000226-133,SET-20260806-295674,1161.52,INR,2026-08-06T19:20:17,POSTED,LED-85096016,2026-08-06T23:39:33,RB-20260806
TXN-000227,PAY-000227-726,SET-20260831-705780,2230.06,INR,2026-08-31T19:10:53,POSTED,LED-41494880,2026-09-01T08:35:22,RB-20260901
TXN-000228,PAY-000228-567,SET-20260804-523140,8.24,INR,2026-08-04T13:32:28,ACCRUED,LED-56018386,2026-08-04T23:32:28,RB-20260804
TXN-000229,PAY-000229-366,SET-20260808-422221,1370.16,INR,2026-08-08T23:40:41,POSTED,LED-16769278,2026-08-09T08:54:38,RB-20260809
TXN-000230,PAY-000230-777,SET-20260817-417166,1232.60,INR,2026-08-17T20:40:07,POSTED,LED-95654679,2026-08-18T07:45:51,RB-20260818
TXN-000231,PAY-000231-397,SET-20260816-463982,1704.15,INR,2026-08-16T02:02:08,POSTED,LED-38591741,2026-08-16T11:38:37,RB-20260816
TXN-000232,PAY-000232-552,SET-20260801-343943,1181.52,INR,2026-08-01T15:24:59,REVERSAL_POSTED,LED-29187290,2026-08-02T02:43:22,RB-20260802
TXN-000233,PAY-000233-886,SET-20260813-585175,1081.27,INR,2026-08-13T04:17:51,POSTED,LED-24616209,2026-08-13T18:41:49,RB-20260813
TXN-000234,PAY-000234-922,SET-20260815-657608,1332.96,INR,2026-08-15T04:10:35,POSTED,LED-92704803,2026-08-15T18:41:12,RB-20260815
TXN-000235,PAY-000235-232,SET-20260817-237668,2127.94,INR,2026-08-17T09:39:44,POSTED,LED-50075169,2026-08-17T21:24:09,RB-20260817
TXN-000236,PAY-000236-376,SET-20260814-633787,1436.47,INR,2026-08-14T20:26:48,POSTED,LED-72857029,2026-08-15T04:19:36,RB-20260815
TXN-000237,PAY-000237-923,SET-20260806-481673,859.04,INR,2026-08-06T03:25:17,POSTED,LED-44659243,2026-08-06T10:33:46,RB-20260806
TXN-000238,PAY-000238-909,SET-20260819-537175,2176.76,INR,2026-08-19T13:15:21,POSTED,LED-99671986,2026-08-20T00:10:12,RB-20260820
TXN-000239,PAY-000239-514,SET-20260825-405038,2443.83,INR,2026-08-25T20:48:06,POSTED,LED-59089672,2026-08-26T08:09:36,RB-20260826
TXN-000240,PAY-000240-846,SET-20260804-742661,2250.09,INR,2026-08-04T18:21:47,POSTED,LED-30231510,2026-08-05T08:50:27,RB-20260805
TXN-000241,PAY-000241-354,SET-20260825-535621,612.23,INR,2026-08-25T11:00:59,POSTED,LED-68029997,2026-08-25T17:33:01,RB-20260825
TXN-000242,PAY-000242-785,SET-20260813-844325,1817.69,INR,2026-08-13T03:42:04,POSTED,LED-23444074,2026-08-13T09:00:59,RB-20260813
TXN-000243,PAY-000243-841,SET-20260817-656943,391.11,INR,2026-08-17T23:08:38,POSTED,LED-58867027,2026-08-18T11:27:56,RB-20260818
TXN-000244,PAY-000244-184,SET-20260827-405823,1874.00,INR,2026-08-27T03:07:54,ACCRUED,LED-36844211,2026-08-27T17:07:54,RB-20260827
TXN-000245,PAY-000245-646,SET-20260823-428133,2082.60,INR,2026-08-23T21:43:09,POSTED,LED-62841544,2026-08-24T02:40:29,RB-20260824
TXN-000246,PAY-000246-809,SET-20260802-507810,1765.70,INR,2026-08-02T19:10:08,ACCRUED,LED-35918092,2026-08-03T17:10:08,RB-20260803
TXN-000247,PAY-000247-597,SET-20260811-523080,77.61,INR,2026-08-11T04:22:10,POSTED,LED-63536830,2026-08-11T11:49:59,RB-20260811
TXN-000248,PAY-000248-941,SET-20260819-597845,720.96,INR,2026-08-19T23:42:41,POSTED,LED-77999455,2026-08-20T04:31:52,RB-20260820
TXN-000249,PAY-000249-218,SET-20260803-354333,832.27,INR,2026-08-03T05:18:32,POSTED,LED-42246306,2026-08-03T13:24:41,RB-20260803
TXN-000250,PAY-000250-166,SET-20260806-877343,907.39,INR,2026-08-06T18:02:15,POSTED,LED-98359843,2026-08-07T06:30:42,RB-20260807
TXN-000252,PAY-000252-524,SET-20260828-156907,330.10,INR,2026-08-28T13:29:04,POSTED,LED-85381135,2026-08-29T04:05:19,RB-20260829
TXN-000253,PAY-000253-274,SET-20260808-549925,546.70,INR,2026-08-08T06:19:53,POSTED,LED-73778127,2026-08-08T13:55:08,RB-20260808
TXN-000254,PAY-000254-108,SET-20260805-263469,1639.46,INR,2026-08-05T15:40:56,POSTED,LED-33630982,2026-08-06T01:08:50,RB-20260806
TXN-000255,PAY-000255-265,SET-20260813-906879,58.09,INR,2026-08-13T00:31:25,POSTED,LED-49737364,2026-08-13T07:40:21,RB-20260813
TXN-000257,PAY-000257-206,SET-20260807-327266,68.33,INR,2026-08-07T08:02:01,POSTED,LED-15157104,2026-08-07T14:21:17,RB-20260807
TXN-000258,PAY-000258-512,SET-20260803-593745,1041.65,INR,2026-08-03T06:27:38,POSTED,LED-57664733,2026-08-03T19:32:16,RB-20260803
TXN-000259,PAY-000259-650,SET-20260807-516571,1011.01,INR,2026-08-07T13:08:31,POSTED,LED-64178121,2026-08-08T01:23:13,RB-20260808
TXN-000260,PAY-000260-292,SET-20260828-238102,1031.74,INR,2026-08-28T06:07:32,POSTED,LED-55726396,2026-08-28T10:55:22,RB-20260828
TXN-000261,PAY-000261-212,SET-20260808-741693,2233.15,INR,2026-08-08T19:18:11,POSTED,LED-84034958,2026-08-09T01:42:43,RB-20260809
TXN-000262,PAY-000262-187,SET-20260822-681523,2127.99,INR,2026-08-22T09:24:35,POSTED,LED-66137449,2026-08-22T18:26:36,RB-20260822
TXN-000263,PAY-000263-248,SET-20260801-940038,1692.18,INR,2026-08-01T10:55:23,POSTED,LED-94269470,2026-08-01T19:38:42,RB-20260801
TXN-000264,PAY-000264-420,SET-20260808-348220,485.35,INR,2026-08-08T03:20:10,POSTED,LED-49501138,2026-08-08T17:06:15,RB-20260808
TXN-000265,PAY-000265-561,SET-20260901-283656,1009.16,INR,2026-09-01T01:20:03,SUSPENSE,LED-76555608,2026-09-01T05:35:23,RB-20260901
TXN-000266,PAY-000266-608,SET-20260824-379643,100.75,INR,2026-08-24T13:58:31,POSTED,LED-60832165,2026-08-24T23:21:09,RB-20260824
TXN-000268,PAY-000268-952,SET-20260826-311710,1531.91,INR,2026-08-26T07:52:21,POSTED,LED-98039849,2026-08-26T14:47:20,RB-20260826
TXN-000269,PAY-000269-578,SET-20260831-537324,1501.68,INR,2026-08-31T02:09:33,POSTED,LED-26132701,2026-08-31T10:52:01,RB-20260831
TXN-000270,PAY-000270-208,SET-20260805-920472,2429.84,INR,2026-08-05T01:17:39,POSTED,LED-31158002,2026-08-05T15:29:27,RB-20260805
TXN-000271,PAY-000271-529,SET-20260812-228028,1351.16,INR,2026-08-12T16:56:05,POSTED,LED-24041295,2026-08-13T04:04:01,RB-20260813
TXN-000272,PAY-000272-764,SET-20260809-232998,798.31,INR,2026-08-09T11:50:18,REVERSAL_POSTED,LED-74027533,2026-08-09T16:06:18,RB-20260809
TXN-000273,PAY-000273-492,SET-20260816-332813,1948.85,INR,2026-08-16T12:09:48,ACCRUED,LED-14778740,2026-08-17T08:09:48,RB-20260817
TXN-000274,PAY-000274-600,SET-20260812-545159,2228.55,INR,2026-08-12T14:40:10,POSTED,LED-61310971,2026-08-13T04:53:27,RB-20260813
TXN-000275,PAY-000275-435,SET-20260825-540409,61.14,INR,2026-08-25T11:38:27,POSTED,LED-45785916,2026-08-26T00:31:08,RB-20260826
TXN-000276,PAY-000276-903,SET-20260813-175920,903.32,INR,2026-08-13T04:50:12,POSTED,LED-58496621,2026-08-13T11:29:58,RB-20260813
TXN-000278,PAY-000278-112,SET-20260805-478973,1861.42,INR,2026-08-05T01:48:30,POSTED,LED-27194607,2026-08-05T13:53:46,RB-20260805
TXN-000279,PAY-000279-949,SET-20260826-464087,876.21,INR,2026-08-26T11:29:08,POSTED,LED-59700900,2026-08-26T17:03:36,RB-20260826
TXN-000280,PAY-000280-620,SET-20260901-215929,917.32,INR,2026-09-01T00:18:49,POSTED,LED-97643136,2026-09-01T07:52:35,RB-20260901
TXN-000281,PAY-000281-987,SET-20260831-114313,1628.57,INR,2026-08-31T10:26:33,POSTED,LED-94149408,2026-08-31T18:10:01,RB-20260831
TXN-000282,PAY-000282-202,SET-20260818-128676,706.69,INR,2026-08-18T12:13:48,POSTED,LED-31799198,2026-08-18T23:43:07,RB-20260818
TXN-000283,PAY-000283-543,SET-20260821-637513,248.16,INR,2026-08-21T08:04:41,POSTED,LED-88226897,2026-08-21T19:04:41,RB-20260821
TXN-000284,PAY-000284-986,SET-20260813-464252,565.33,INR,2026-08-13T01:15:22,POSTED,LED-27447114,2026-08-13T08:37:07,RB-20260813
TXN-000287,PAY-000287-445,SET-20260809-538870,544.89,INR,2026-08-09T23:51:51,POSTED,LED-66764092,2026-08-10T11:08:15,RB-20260810
TXN-000288,PAY-000288-129,SET-20260818-664162,372.06,INR,2026-08-18T20:59:16,ACCRUED,LED-53292491,2026-08-19T07:59:16,RB-20260819
TXN-000289,PAY-000289-816,SET-20260802-882814,605.40,INR,2026-08-02T03:27:30,ACCRUED,LED-50901538,2026-08-02T18:27:30,RB-20260802
TXN-000290,PAY-000290-200,SET-20260813-705331,2175.34,INR,2026-08-13T22:53:14,POSTED,LED-46607693,2026-08-14T04:25:10,RB-20260814
TXN-000291,PAY-000291-128,SET-20260810-230061,712.29,INR,2026-08-10T05:48:30,POSTED,LED-57827300,2026-08-10T11:55:53,RB-20260810
TXN-000292,PAY-000292-337,SET-20260809-548277,1564.10,INR,2026-08-09T17:48:05,ACCRUED,LED-82443270,2026-08-10T15:48:05,RB-20260810
TXN-000293,PAY-000293-592,SET-20260831-788511,281.14,INR,2026-08-31T07:33:55,ACCRUED,LED-10996171,2026-08-31T21:33:55,RB-20260831
TXN-000294,PAY-000294-443,SET-20260821-811928,2022.71,INR,2026-08-21T01:23:56,POSTED,LED-16186368,2026-08-21T07:09:22,RB-20260821
TXN-000295,PAY-000295-981,SET-20260804-895325,2221.35,INR,2026-08-04T11:20:30,ACCRUED,LED-85792375,2026-08-04T19:20:30,RB-20260804
TXN-000296,PAY-000296-923,SET-20260813-320869,1507.84,INR,2026-08-13T19:08:17,POSTED,LED-10220309,2026-08-14T03:50:37,RB-20260814
TXN-000297,PAY-000297-824,SET-20260821-845999,243.35,INR,2026-08-21T00:58:29,POSTED,LED-32430733,2026-08-21T14:05:27,RB-20260821
TXN-000298,PAY-000298-553,SET-20260815-621313,2244.08,INR,2026-08-15T08:33:18,POSTED,LED-34233933,2026-08-15T19:56:48,RB-20260815
TXN-000299,PAY-000299-851,SET-20260824-747168,1988.00,INR,2026-08-24T02:41:47,POSTED,LED-45266712,2026-08-24T14:50:34,RB-20260824
TXN-000300,PAY-000300-758,SET-20260811-173039,1442.61,INR,2026-08-11T18:18:13,POSTED,LED-67653283,2026-08-12T07:00:57,RB-20260812
TXN-000300,PAY-000300-758,SET-20260811-173039,1442.61,INR,2026-08-11T18:18:13,DUPLICATE_HOLD,LED-26372647,2026-08-12T07:32:57,RB-20260812
TXN-000301,PAY-000301-973,SET-20260823-350017,537.81,INR,2026-08-23T15:57:26,POSTED,LED-87014881,2026-08-23T21:15:49,RB-20260823
TXN-000304,PAY-000304-346,SET-20260812-209139,1619.60,INR,2026-08-12T04:19:38,POSTED,LED-62469587,2026-08-12T14:28:16,RB-20260812
TXN-000306,PAY-000306-825,SET-20260828-199980,1559.70,INR,2026-08-28T02:01:16,POSTED,LED-38276320,2026-08-28T13:10:47,RB-20260828
TXN-000307,PAY-000307-748,SET-20260830-453193,1320.12,INR,2026-08-30T02:48:56,POSTED,LED-31740533,2026-08-30T16:11:05,RB-20260830
TXN-000308,PAY-000308-349,SET-20260828-974399,882.18,INR,2026-08-28T10:09:34,POSTED,LED-74783375,2026-08-29T00:35:44,RB-20260829
TXN-000309,PAY-000309-877,SET-20260807-571056,447.13,INR,2026-08-07T18:10:40,POSTED,LED-41193607,2026-08-08T04:26:49,RB-20260808
TXN-000309,PAY-000309-877,SET-20260807-571056,447.13,INR,2026-08-07T18:10:40,DUPLICATE_HOLD,LED-31396356,2026-08-08T05:26:49,RB-20260808
TXN-000310,PAY-000310-449,SET-20260825-101820,836.18,INR,2026-08-25T07:17:41,POSTED,LED-39067647,2026-08-25T14:29:11,RB-20260825
TXN-000311,PAY-000311-236,SET-20260818-370746,129.66,INR,2026-08-18T13:48:44,POSTED,LED-29999099,2026-08-19T03:08:07,RB-20260819
TXN-000312,PAY-000312-985,SET-20260819-910762,470.06,INR,2026-08-19T04:14:57,POSTED,LED-36778175,2026-08-19T13:54:04,RB-20260819
TXN-000314,PAY-000314-751,SET-20260807-321782,236.95,INR,2026-08-07T14:51:39,POSTED,LED-72792827,2026-08-08T04:30:32,RB-20260808
TXN-000315,PAY-000315-272,SET-20260804-372052,2324.45,INR,2026-08-04T07:40:00,POSTED,LED-92600660,2026-08-04T18:26:01,RB-20260804
TXN-000316,PAY-000316-117,SET-20260809-872016,1065.66,INR,2026-08-09T12:24:59,POSTED,LED-31504850,2026-08-10T00:41:41,RB-20260810
TXN-000317,PAY-000317-714,SET-20260820-949959,1568.60,INR,2026-08-20T11:35:35,POSTED,LED-19029088,2026-08-21T01:14:51,RB-20260821
TXN-000318,PAY-000318-651,SET-20260816-140391,590.98,INR,2026-08-16T13:58:33,POSTED,LED-66650123,2026-08-16T19:26:15,RB-20260816
TXN-000319,PAY-000319-911,SET-20260814-873423,319.76,INR,2026-08-14T22:56:13,POSTED,LED-18303056,2026-08-15T05:18:55,RB-20260815
TXN-000320,PAY-000320-362,SET-20260815-712970,933.67,INR,2026-08-15T00:23:02,ACCRUED,LED-89044361,2026-08-15T17:23:02,RB-20260815
TXN-000321,PAY-000321-810,SET-20260805-141515,1656.41,INR,2026-08-05T19:45:37,POSTED,LED-95101648,2026-08-06T03:45:53,RB-20260806
TXN-000322,PAY-000322-413,SET-20260801-613470,1631.57,INR,2026-08-01T19:38:03,POSTED,LED-37944372,2026-08-02T04:44:02,RB-20260802
TXN-000323,PAY-000323-287,SET-20260804-686977,417.95,INR,2026-08-04T02:02:09,POSTED,LED-77584613,2026-08-04T15:32:53,RB-20260804
TXN-000324,PAY-000324-883,SET-20260809-756518,1311.63,INR,2026-08-09T07:32:08,POSTED,LED-34202026,2026-08-09T23:10:02,RB-20260809
TXN-000325,PAY-000325-762,SET-20260822-788368,2180.42,INR,2026-08-22T19:17:41,POSTED,LED-25191421,2026-08-23T03:40:49,RB-20260823
TXN-000326,PAY-000326-853,SET-20260821-208010,2086.78,INR,2026-08-21T23:14:31,POSTED,LED-59621061,2026-08-22T12:09:24,RB-20260822
TXN-000327,PAY-000327-168,SET-20260831-165694,1921.85,INR,2026-08-31T00:46:54,POSTED,LED-95219967,2026-08-31T11:03:58,RB-20260831
TXN-000328,PAY-000328-106,SET-20260821-270338,2285.25,INR,2026-08-21T23:53:55,POSTED,LED-90987793,2026-08-22T05:09:29,RB-20260822
TXN-000329,PAY-000329-819,SET-20260805-880298,1590.69,INR,2026-08-05T05:46:00,POSTED,LED-90137396,2026-08-05T12:46:12,RB-20260805
TXN-000330,PAY-000330-648,SET-20260824-682212,2362.58,INR,2026-08-24T07:44:41,ACCRUED,LED-36014528,2026-08-24T20:44:41,RB-20260824
TXN-000331,PAY-000331-662,SET-20260816-543638,1856.52,INR,2026-08-16T20:58:07,POSTED,LED-18393117,2026-08-17T03:32:05,RB-20260817
TXN-000332,PAY-000332-228,SET-20260810-273454,403.70,INR,2026-08-10T05:09:59,POSTED,LED-42389656,2026-08-10T11:14:37,RB-20260810
TXN-000333,PAY-000333-187,SET-20260807-824434,2114.53,INR,2026-08-07T05:51:03,POSTED,LED-40429770,2026-08-07T15:39:18,RB-20260807
TXN-000334,PAY-000334-405,SET-20260802-335440,48.72,INR,2026-08-02T22:26:07,POSTED,LED-10013968,2026-08-03T12:44:15,RB-20260803
TXN-000335,PAY-000335-802,SET-20260811-243777,2295.18,INR,2026-08-11T20:26:31,POSTED,LED-99981676,2026-08-12T03:53:50,RB-20260812
TXN-000336,PAY-000336-725,SET-20260823-942225,382.77,INR,2026-08-23T23:54:07,POSTED,LED-48716586,2026-08-24T07:47:55,RB-20260824
TXN-000337,PAY-000337-749,SET-20260830-307809,2456.64,INR,2026-08-30T16:02:39,POSTED,LED-88476523,2026-08-30T22:16:52,RB-20260830
TXN-000337,PAY-000337-749,SET-20260830-307809,2456.64,INR,2026-08-30T16:02:39,DUPLICATE_HOLD,LED-97836347,2026-08-30T22:51:52,RB-20260830
TXN-000338,PAY-000338-338,SET-20260831-241119,605.18,INR,2026-08-31T14:39:45,POSTED,LED-96668642,2026-09-01T00:26:50,RB-20260901
TXN-000339,PAY-000339-860,SET-20260901-133499,1277.33,INR,2026-09-01T01:24:42,POSTED,LED-28786585,2026-09-01T06:47:44,RB-20260901
TXN-000340,PAY-000340-871,SET-20260823-892252,2193.13,INR,2026-08-23T21:14:15,REVERSAL_POSTED,LED-83560116,2026-08-24T03:53:09,RB-20260824
TXN-000341,PAY-000341-224,SET-20260830-690339,2499.57,INR,2026-08-30T00:13:27,POSTED,LED-53515363,2026-08-30T08:18:15,RB-20260830
TXN-000342,PAY-000342-601,SET-20260821-662679,2270.60,INR,2026-08-21T16:40:12,POSTED,LED-78648608,2026-08-22T03:15:59,RB-20260822
TXN-000344,PAY-000344-124,SET-20260802-244083,1065.37,INR,2026-08-02T04:56:54,POSTED,LED-82878121,2026-08-02T18:44:10,RB-20260802
TXN-000345,PAY-000345-562,SET-20260807-402122,482.35,INR,2026-08-07T01:34:45,ACCRUED,LED-71682373,2026-08-07T22:34:45,RB-20260807
TXN-000346,PAY-000346-839,SET-20260813-690116,2336.81,INR,2026-08-13T15:51:52,POSTED,LED-25941692,2026-08-14T02:57:58,RB-20260814
TXN-000347,PAY-000347-886,SET-20260820-750521,94.54,INR,2026-08-20T14:09:00,POSTED,LED-39969204,2026-08-20T20:43:55,RB-20260820
TXN-000348,PAY-000348-120,SET-20260808-708604,215.66,INR,2026-08-08T14:27:32,POSTED,LED-48136641,2026-08-08T23:52:23,RB-20260808
TXN-000349,PAY-000349-399,SET-20260825-620218,1924.39,INR,2026-08-25T05:39:51,POSTED,LED-39977147,2026-08-25T18:07:56,RB-20260825
TXN-000350,PAY-000350-721,SET-20260802-226467,45.43,INR,2026-08-02T06:13:03,POSTED,LED-39928923,2026-08-02T17:40:16,RB-20260802
TXN-000351,PAY-000351-483,SET-20260827-103875,2326.41,INR,2026-08-27T00:46:47,POSTED,LED-90083195,2026-08-27T12:51:04,RB-20260827
TXN-000351,PAY-000351-483,SET-20260827-103875,2326.41,INR,2026-08-27T00:46:47,DUPLICATE_HOLD,LED-95386218,2026-08-27T13:33:04,RB-20260827
TXN-000352,PAY-000352-644,SET-20260803-237449,1358.86,INR,2026-08-03T00:00:39,POSTED,LED-60747743,2026-08-03T06:08:54,RB-20260803
TXN-000354,PAY-000354-327,SET-20260817-330569,1729.77,INR,2026-08-17T15:32:35,POSTED,LED-52180273,2026-08-18T04:24:22,RB-20260818
TXN-000355,PAY-000355-279,SET-20260805-412805,1805.83,INR,2026-08-05T23:04:23,POSTED,LED-85289671,2026-08-06T09:50:55,RB-20260806
TXN-000356,PAY-000356-359,SET-20260810-374930,1576.50,INR,2026-08-10T13:11:27,POSTED,LED-56314752,2026-08-10T21:56:43,RB-20260810
TXN-000357,PAY-000357-225,SET-20260809-734834,742.91,INR,2026-08-09T07:31:11,ACCRUED,LED-84231597,2026-08-10T00:31:11,RB-20260810
TXN-000358,PAY-000358-177,SET-20260818-627723,418.77,INR,2026-08-18T13:28:06,POSTED,LED-10941722,2026-08-18T20:24:24,RB-20260818
TXN-000359,PAY-000359-789,SET-20260802-957765,728.63,INR,2026-08-02T16:50:11,POSTED,LED-53049269,2026-08-02T22:02:01,RB-20260802
TXN-000360,PAY-000360-178,SET-20260816-153304,2354.55,INR,2026-08-16T03:03:29,POSTED,LED-49893093,2026-08-16T14:19:33,RB-20260816
TXN-000361,PAY-000361-160,SET-20260812-597261,1974.23,INR,2026-08-12T21:12:04,ACCRUED,LED-73640732,2026-08-13T14:12:04,RB-20260813
TXN-000362,PAY-000362-988,SET-20260828-571060,1202.83,INR,2026-08-28T12:40:55,POSTED,LED-57846624,2026-08-28T22:23:03,RB-20260828
TXN-000363,PAY-000363-220,SET-20260812-669929,2103.29,INR,2026-08-12T17:12:29,POSTED,LED-21019361,2026-08-13T03:28:24,RB-20260813
TXN-000364,PAY-000364-356,SET-20260805-424149,640.56,INR,2026-08-05T21:45:23,ACCRUED,LED-37888984,2026-08-06T09:45:23,RB-20260806
TXN-000365,PAY-000365-433,SET-20260814-629487,1751.68,INR,2026-08-14T19:16:44,POSTED,LED-75877364,2026-08-15T05:08:01,RB-20260815
TXN-000366,PAY-000366-707,SET-20260828-666334,208.87,INR,2026-08-28T23:07:36,POSTED,LED-31733844,2026-08-29T07:29:07,RB-20260829
TXN-000367,PAY-000367-633,SET-20260814-588905,781.27,INR,2026-08-14T08:07:40,POSTED,LED-35476788,2026-08-14T19:56:26,RB-20260814
TXN-000368,PAY-000368-643,SET-20260816-216755,1944.77,INR,2026-08-16T11:07:12,POSTED,LED-70432041,2026-08-16T19:30:36,RB-20260816
TXN-000369,PAY-000369-516,SET-20260831-799037,1228.23,INR,2026-08-31T19:11:36,REVERSAL_POSTED,LED-20551409,2026-09-01T06:38:02,RB-20260901
TXN-000370,PAY-000370-410,SET-20260808-864205,159.72,INR,2026-08-08T09:14:54,POSTED,LED-40457957,2026-08-08T15:45:55,RB-20260808
TXN-000371,PAY-000371-385,SET-20260813-513975,2221.56,INR,2026-08-13T03:27:18,POSTED,LED-61456204,2026-08-13T08:05:48,RB-20260813
TXN-000372,PAY-000372-443,SET-20260821-778414,176.63,INR,2026-08-21T20:02:26,POSTED,LED-39926566,2026-08-22T07:15:31,RB-20260822
TXN-000374,PAY-000374-270,SET-20260822-492676,1589.54,INR,2026-08-22T12:44:11,POSTED,LED-94695425,2026-08-23T04:37:02,RB-20260823
TXN-000375,PAY-000375-437,SET-20260813-299148,1540.84,INR,2026-08-13T17:04:43,POSTED,LED-29514596,2026-08-14T04:19:05,RB-20260814
