transaction_id,payment_id,settlement_id,amount,currency,timestamp,bank_status,bank_account_id,utr,cleared_at
TXN-000187,PAY-000187-905,SET-20260901-746036,608.53,INR,2026-09-01T11:33:13,SETTLED,BA-3007,UTR733437125695,2026-09-01T12:22:13
TXN-000188,PAY-000188-141,SET-20260802-662224,635.68,INR,2026-08-02T21:56:25,SETTLED,BA-3009,UTR784019399286,2026-08-02T22:29:25
TXN-000189,PAY-000189-908,SET-20260821-220866,1738.65,INR,2026-08-21T18:57:14,SETTLED,BA-3003,UTR599408103644,2026-08-21T20:24:14
TXN-000190,PAY-000190-802,SET-20260813-249602,308.90,INR,2026-08-13T18:37:00,SETTLED,BA-3007,UTR514311267647,2026-08-13T20:02:00
TXN-000191,PAY-000191-579,SET-20260817-801328,163.76,INR,2026-08-17T10:21:05,SETTLED,BA-3002,UTR965442632048,2026-08-17T10:42:05
TXN-000192,PAY-000192-808,SET-20260816-462029,1025.50,INR,2026-08-16T20:07:28,SETTLED,BA-3010,UTR968040357002,2026-08-16T20:26:28
TXN-000193,PAY-000193-166,SET-20260808-175449,1928.99,INR,2026-08-12T15:40:37,PENDING,BA-3006,UTR985021757707,
TXN-000194,PAY-000194-136,SET-20260812-177613,2118.65,INR,2026-08-13T03:27:14,SETTLED,BA-3009,UTR577069788191,2026-08-13T04:48:14
TXN-000195,PAY-000195-538,SET-20260824-900912,1651.62,INR,2026-08-29T05:51:47,PENDING,BA-3005,UTR480848055863,
TXN-000197,PAY-000197-502,SET-20260801-276261,314.62,INR,2026-08-01T19:32:44,SETTLED,BA-3002,UTR298468789883,2026-08-01T20:14:44
TXN-000199,PAY-000199-676,SET-20260819-898349,1812.54,INR,2026-08-19T08:24:48,SETTLED,BA-3001,UTR161797459879,2026-08-19T08:31:48
TXN-000201,PAY-000201-771,SET-20260816-580758,2088.26,INR,2026-08-16T17:43:19,SETTLED,BA-3006,UTR666651059030,2026-08-16T18:41:19
TXN-000203,PAY-000203-513,SET-20260815-554521,2025.02,INR,2026-08-15T23:04:39,SETTLED,BA-3009,UTR349796363157,2026-08-16T00:08:39
TXN-000204,PAY-000204-583,SET-20260824-435730,79.64,INR,2026-08-25T01:43:47,SETTLED,BA-3010,UTR243873418587,2026-08-25T03:02:47
TXN-000205,PAY-000205-948,SET-20260826-258270,1194.08,INR,2026-08-26T17:47:12,SETTLED,BA-3007,UTR329582881880,2026-08-26T18:32:12
TXN-000206,PAY-000206-993,SET-20260813-901851,2437.58,INR,2026-08-13T05:38:53,SETTLED,BA-3001,UTR155657832133,2026-08-13T06:02:53
TXN-000207,PAY-000207-518,SET-20260820-474489,1552.19,INR,2026-08-20T07:39:21,SETTLED,BA-3010,UTR200462999501,2026-08-20T08:45:21
TXN-000208,PAY-000208-134,SET-20260828-593795,672.12,INR,2026-08-28T12:13:25,SETTLED,BA-3009,UTR497066575992,2026-08-28T13:21:25
TXN-000209,PAY-000209-394,SET-20260828-505725,2293.16,INR,2026-08-29T01:34:05,SETTLED,BA-3002,UTR658509767702,2026-08-29T01:57:05
TXN-000210,PAY-000210-102,SET-20260812-929115,835.71,INR,2026-08-12T15:46:16,SETTLED,BA-3003,UTR221242839140,2026-08-12T16:26:16
TXN-000211,PAY-000211-531,SET-20260830-582639,462.55,INR,2026-08-30T16:53:45,SETTLED,BA-3001,UTR880214574269,2026-08-30T17:05:45
TXN-000212,PAY-000212-819,SET-20260818-866128,1651.93,INR,2026-08-18T15:14:26,SETTLED,BA-3009,UTR250345326732,2026-08-18T16:18:26
TXN-000213,PAY-000213-450,SET-20260821-137838,2176.54,INR,2026-08-22T01:54:10,SETTLED,BA-3005,UTR487998918511,2026-08-22T02:52:10
TXN-000214,PAY-000214-803,SET-20260828-484695,391.29,INR,2026-08-28T22:43:26,SETTLED,BA-3008,UTR499300686539,2026-08-29T00:05:26
TXN-000215,PAY-000215-577,SET-20260802-362695,867.39,INR,2026-08-04T19:15:15,PENDING,BA-3010,UTR172793358903,
TXN-000216,PAY-000216-832,SET-20260820-188717,2386.29,INR,2026-08-20T04:48:12,SETTLED,BA-3005,UTR663106607913,2026-08-20T06:04:12
TXN-000217,PAY-000217-484,SET-20260823-523968,1707.04,INR,2026-08-23T17:25:54,SETTLED,BA-3001,UTR216879084452,2026-08-23T18:50:54
TXN-000218,PAY-000218-771,SET-20260814-818483,1608.62,INR,2026-08-14T06:48:50,SETTLED,BA-3007,UTR378112216793,2026-08-14T07:02:50
TXN-000219,PAY-000219-699,SET-20260808-950583,955.09,INR,2026-08-09T01:51:02,SETTLED,BA-3003,UTR978980680299,2026-08-09T02:27:02
TXN-000220,PAY-000220-718,SET-20260821-208216,110.12,INR,2026-08-21T16:04:52,SETTLED,BA-3010,UTR545995531351,2026-08-21T16:37:52
TXN-000221,PAY-000221-230,SET-20260802-328624,894.41,INR,2026-08-03T05:40:18,SETTLED,BA-3007,UTR774175109549,2026-08-03T06:30:18
TXN-000222,PAY-000222-897,SET-20260805-475705,2460.13,INR,2026-08-06T01:08:22,SETTLED,BA-3008,UTR537755423096,2026-08-06T01:42:22
TXN-000222,PAY-000222-897,SET-20260805-475705,2460.13,INR,2026-08-06T01:32:22,SETTLED,BA-3008,UTR761753280371,2026-08-06T02:14:22
TXN-000223,PAY-000223-637,SET-20260811-703461,1001.98,INR,2026-08-11T09:42:39,SETTLED,BA-3006,UTR407084924828,2026-08-11T11:10:39
TXN-000224,PAY-000224-413,SET-20260819-513928,1099.67,INR,2026-08-20T06:22:36,SETTLED,BA-3006,UTR550486552752,2026-08-20T07:07:36
TXN-000225,PAY-000225-942,SET-20260826-759649,2083.10,INR,2026-08-29T01:43:43,PENDING,BA-3004,UTR380655223411,
TXN-000226,PAY-000226-133,SET-20260806-295674,1166.52,INR,2026-08-07T04:52:33,SETTLED,BA-3008,UTR569195674743,2026-08-07T06:22:33
TXN-000227,PAY-000227-726,SET-20260831-705780,2230.06,INR,2026-09-01T00:34:22,SETTLED,BA-3007,UTR841648278005,2026-09-01T01:55:22
TXN-000228,PAY-000228-567,SET-20260804-523140,8.24,INR,2026-08-07T13:53:28,PENDING,BA-3007,UTR383254757240,
TXN-000229,PAY-000229-366,SET-20260808-422221,1370.16,INR,2026-08-09T08:49:38,SETTLED,BA-3006,UTR927531341934,2026-08-09T10:03:38
TXN-000230,PAY-000230-777,SET-20260817-417166,1232.60,INR,2026-08-18T04:58:51,SETTLED,BA-3009,UTR170074021483,2026-08-18T05:47:51
TXN-000231,PAY-000231-397,SET-20260816-463982,1704.15,INR,2026-08-16T05:25:37,SETTLED,BA-3003,UTR355962359168,2026-08-16T06:02:37
TXN-000232,PAY-000232-552,SET-20260801-343943,1181.52,INR,2026-08-02T01:53:22,PENDING,BA-3009,UTR759085679181,2026-08-02T02:14:22
TXN-000233,PAY-000233-886,SET-20260813-585175,1091.27,INR,2026-08-13T09:31:49,SETTLED,BA-3005,UTR125870960784,2026-08-13T09:58:49
TXN-000234,PAY-000234-922,SET-20260815-657608,1332.96,INR,2026-08-15T10:50:12,SETTLED,BA-3005,UTR297733735989,2026-08-15T12:15:12
TXN-000235,PAY-000235-232,SET-20260817-237668,2127.94,INR,2026-08-17T19:13:09,SETTLED,BA-3009,UTR582323036076,2026-08-17T20:28:09
TXN-000236,PAY-000236-376,SET-20260814-633787,1436.47,INR,2026-08-15T01:31:36,SETTLED,BA-3003,UTR579753439727,2026-08-15T02:19:36
TXN-000237,PAY-000237-923,SET-20260806-481673,859.04,INR,2026-08-06T15:46:46,SETTLED,BA-3005,UTR941387929412,2026-08-06T15:55:46
TXN-000238,PAY-000238-909,SET-20260819-537175,2176.76,INR,2026-08-20T01:11:12,SETTLED,BA-3010,UTR257601155634,2026-08-20T01:46:12
TXN-000239,PAY-000239-514,SET-20260825-405038,2443.83,INR,2026-08-26T03:38:36,SETTLED,BA-3008,UTR533824517828,2026-08-26T04:46:36
TXN-000240,PAY-000240-846,SET-20260804-742661,2250.09,INR,2026-08-05T01:17:27,SETTLED,BA-3010,UTR160021235063,2026-08-05T01:53:27
TXN-000241,PAY-000241-354,SET-20260825-535621,609.73,INR,2026-08-25T15:43:01,SETTLED,BA-3002,UTR582820879167,2026-08-25T16:48:01
TXN-000242,PAY-000242-785,SET-20260813-678118,1814.69,INR,2026-08-13T13:31:59,PENDING,BA-3003,UTR573433124532,2026-08-13T14:21:59
TXN-000243,PAY-000243-841,SET-20260817-656943,391.11,INR,2026-08-18T09:43:56,SETTLED,BA-3006,UTR847707342754,2026-08-18T10:29:56
TXN-000244,PAY-000244-184,SET-20260827-405823,1874.00,INR,2026-09-01T06:32:54,PENDING,BA-3001,UTR937640354792,
TXN-000245,PAY-000245-646,SET-20260823-428133,2082.60,INR,2026-08-24T01:48:29,SETTLED,BA-3009,UTR619282924207,2026-08-24T02:46:29
TXN-000246,PAY-000246-809,SET-20260802-507810,1765.70,INR,2026-08-04T22:29:08,PENDING,BA-3008,UTR433653170701,
TXN-000247,PAY-000247-597,SET-20260811-523080,77.61,INR,2026-08-11T10:48:59,SETTLED,BA-3010,UTR197429221333,2026-08-11T12:10:59
TXN-000248,PAY-000248-941,SET-20260819-597845,720.96,INR,2026-08-20T05:37:52,SETTLED,BA-3001,UTR563346430418,2026-08-20T07:05:52
TXN-000250,PAY-000250-166,SET-20260806-877343,907.39,INR,2026-08-07T00:38:42,SETTLED,BA-3006,UTR345977527880,2026-08-07T01:49:42
TXN-000252,PAY-000252-524,SET-20260828-156907,330.10,INR,2026-08-28T21:47:19,SETTLED,BA-3001,UTR636827457333,2026-08-28T22:05:19
TXN-000253,PAY-000253-274,SET-20260808-549925,546.70,INR,2026-08-08T16:28:08,SETTLED,BA-3009,UTR858479783286,2026-08-08T17:50:08
TXN-000254,PAY-000254-108,SET-20260805-263469,1639.46,INR,2026-08-06T03:41:50,SETTLED,BA-3004,UTR162221235956,2026-08-06T04:23:50
TXN-000255,PAY-000255-265,SET-20260813-906879,58.09,INR,2026-08-13T12:22:21,SETTLED,BA-3008,UTR415426571022,2026-08-13T13:07:21
TXN-000256,PAY-000256-928,SET-20260825-159331,1328.11,INR,2026-08-25T13:10:50,SETTLED,BA-3004,UTR345725708821,2026-08-25T13:23:50
TXN-000257,PAY-000257-206,SET-20260807-327266,68.33,INR,2026-08-07T19:50:17,SETTLED,BA-3007,UTR111919383341,2026-08-07T20:42:17
TXN-000258,PAY-000258-512,SET-20260803-593745,1041.65,INR,2026-08-03T15:09:16,SETTLED,BA-3005,UTR355315223948,2026-08-03T16:14:16
TXN-000259,PAY-000259-650,SET-20260807-516571,1011.01,INR,2026-08-07T19:34:13,SETTLED,BA-3003,UTR587675008892,2026-08-07T21:00:13
TXN-000260,PAY-000260-292,SET-20260828-238102,1031.74,INR,2026-08-28T11:53:22,SETTLED,BA-3008,UTR886110507082,2026-08-28T12:49:22
TXN-000261,PAY-000261-212,SET-20260808-741693,2233.15,INR,2026-08-08T21:06:43,SETTLED,BA-3008,UTR239402174750,2026-08-08T21:50:43
TXN-000262,PAY-000262-187,SET-20260822-681523,2127.99,INR,2026-08-22T20:39:36,SETTLED,BA-3007,UTR788716776432,2026-08-22T21:16:36
TXN-000263,PAY-000263-248,SET-20260801-940038,1692.18,INR,2026-08-01T20:27:42,SETTLED,BA-3010,UTR309337913911,2026-08-01T20:46:42
TXN-000264,PAY-000264-420,SET-20260808-348220,485.35,INR,2026-08-08T08:38:15,SETTLED,BA-3009,UTR205654220547,2026-08-08T08:49:15
TXN-000265,PAY-000265-561,SET-20260901-754613,1006.16,INR,2026-09-01T03:33:23,RETURNED,BA-3009,UTR894429778871,2026-09-01T04:28:23
TXN-000266,PAY-000266-608,SET-20260824-379643,100.75,INR,2026-08-24T23:06:09,SETTLED,BA-3009,UTR504566099664,2026-08-24T23:26:09
TXN-000267,PAY-000267-508,SET-20260815-824317,1176.86,INR,2026-08-15T23:06:36,SETTLED,BA-3004,UTR855953817679,2026-08-15T23:12:36
TXN-000268,PAY-000268-952,SET-20260826-311710,1531.91,INR,2026-08-26T13:40:20,SETTLED,BA-3001,UTR271760681245,2026-08-26T13:55:20
TXN-000269,PAY-000269-578,SET-20260831-537324,1501.68,INR,2026-08-31T06:38:01,SETTLED,BA-3006,UTR954493017875,2026-08-31T07:37:01
TXN-000270,PAY-000270-208,SET-20260805-920472,2429.84,INR,2026-08-05T08:41:27,SETTLED,BA-3009,UTR540523279823,2026-08-05T09:33:27
TXN-000271,PAY-000271-529,SET-20260812-228028,1351.16,INR,2026-08-12T22:53:01,SETTLED,BA-3004,UTR474833649186,2026-08-12T23:42:01
TXN-000272,PAY-000272-764,SET-20260809-232998,795.31,INR,2026-08-09T22:07:18,RETURNED,BA-3008,UTR741856321409,2026-08-09T23:08:18
TXN-000273,PAY-000273-492,SET-20260816-332813,1948.85,INR,2026-08-21T16:01:48,PENDING,BA-3009,UTR922341349056,
TXN-000274,PAY-000274-600,SET-20260812-545159,2228.55,INR,2026-08-13T01:24:27,SETTLED,BA-3010,UTR854598311513,2026-08-13T02:53:27
TXN-000275,PAY-000275-435,SET-20260825-540409,61.14,INR,2026-08-25T17:58:08,SETTLED,BA-3004,UTR266771223633,2026-08-25T18:56:08
TXN-000276,PAY-000276-903,SET-20260813-175920,903.32,INR,2026-08-13T11:33:58,SETTLED,BA-3010,UTR633617442560,2026-08-13T12:52:58
TXN-000278,PAY-000278-112,SET-20260805-478973,1861.42,INR,2026-08-05T09:30:46,SETTLED,BA-3008,UTR115822904696,2026-08-05T09:36:46
TXN-000279,PAY-000279-949,SET-20260826-464087,876.21,INR,2026-08-26T17:25:36,SETTLED,BA-3010,UTR105263126825,2026-08-26T17:56:36
TXN-000280,PAY-000280-620,SET-20260901-215929,917.32,INR,2026-09-01T02:54:35,SETTLED,BA-3001,UTR396856328590,2026-09-01T04:12:35
TXN-000281,PAY-000281-987,SET-20260831-114313,1628.57,INR,2026-08-31T19:21:01,SETTLED,BA-3003,UTR401563439321,2026-08-31T20:01:01
TXN-000282,PAY-000282-202,SET-20260818-128676,706.69,INR,2026-08-18T21:01:07,SETTLED,BA-3008,UTR973608394765,2026-08-18T22:17:07
TXN-000283,PAY-000283-543,SET-20260821-637513,245.66,INR,2026-08-21T15:23:41,SETTLED,BA-3006,UTR120877093496,2026-08-21T16:21:41
TXN-000284,PAY-000284-986,SET-20260813-464252,565.33,INR,2026-08-13T03:09:07,SETTLED,BA-3007,UTR642553269247,2026-08-13T04:21:07
TXN-000286,PAY-000286-962,SET-20260811-535428,2065.69,INR,2026-08-11T13:57:08,SETTLED,BA-3007,UTR485722548649,2026-08-11T14:22:08
TXN-000287,PAY-000287-445,SET-20260809-538870,544.89,INR,2026-08-10T04:37:15,SETTLED,BA-3004,UTR717077225631,2026-08-10T05:20:15
TXN-000288,PAY-000288-129,SET-20260818-664162,372.06,INR,2026-08-24T00:59:16,PENDING,BA-3001,UTR706720011002,
TXN-000289,PAY-000289-816,SET-20260802-882814,605.40,INR,2026-08-05T03:59:30,PENDING,BA-3010,UTR497041103691,
TXN-000290,PAY-000290-200,SET-20260813-705331,2175.34,INR,2026-08-14T03:05:10,SETTLED,BA-3002,UTR914075017895,2026-08-14T03:10:10
TXN-000291,PAY-000291-128,SET-20260810-230061,712.29,INR,2026-08-10T10:38:53,SETTLED,BA-3007,UTR589515063766,2026-08-10T11:39:53
TXN-000292,PAY-000292-337,SET-20260809-548277,1564.10,INR,2026-08-14T18:12:05,PENDING,BA-3009,UTR430972191728,
TXN-000293,PAY-000293-592,SET-20260831-788511,281.14,INR,2026-09-03T11:23:55,PENDING,BA-3007,UTR310714863858,
TXN-000294,PAY-000294-443,SET-20260821-811928,2022.71,INR,2026-08-21T11:52:22,SETTLED,BA-3003,UTR328503513808,2026-08-21T12:54:22
TXN-000295,PAY-000295-981,SET-20260804-895325,2221.35,INR,2026-08-06T14:30:30,PENDING,BA-3010,UTR402049289883,
TXN-000296,PAY-000296-923,SET-20260813-320869,1507.84,INR,2026-08-14T02:20:37,SETTLED,BA-3005,UTR829064974601,2026-08-14T03:06:37
TXN-000297,PAY-000297-824,SET-20260821-845999,245.85,INR,2026-08-21T03:16:27,SETTLED,BA-3008,UTR576383375296,2026-08-21T03:31:27
TXN-000298,PAY-000298-553,SET-20260815-621313,2244.08,INR,2026-08-15T10:32:48,SETTLED,BA-3008,UTR917729589928,2026-08-15T10:54:48
TXN-000299,PAY-000299-851,SET-20260824-747168,1993.00,INR,2026-08-24T11:30:34,SETTLED,BA-3008,UTR469653371832,2026-08-24T11:40:34
TXN-000300,PAY-000300-758,SET-20260811-173039,1442.61,INR,2026-08-11T22:00:57,SETTLED,BA-3010,UTR485294077054,2026-08-11T22:09:57
TXN-000300,PAY-000300-758,SET-20260811-173039,1442.61,INR,2026-08-11T22:05:57,SETTLED,BA-3010,UTR418039058182,2026-08-11T22:49:57
TXN-000301,PAY-000301-973,SET-20260823-350017,537.81,INR,2026-08-23T20:02:49,SETTLED,BA-3004,UTR658061365863,2026-08-23T20:08:49
TXN-000302,PAY-000302-913,SET-20260816-789956,1666.72,INR,2026-08-16T08:48:24,SETTLED,BA-3010,UTR779713877856,2026-08-16T09:27:24
TXN-000303,PAY-000303-339,SET-20260812-976029,2351.14,INR,2026-08-12T08:41:08,SETTLED,BA-3008,UTR567138783272,2026-08-12T09:30:08
TXN-000307,PAY-000307-748,SET-20260830-453193,1320.12,INR,2026-08-30T11:26:05,SETTLED,BA-3005,UTR796561363208,2026-08-30T12:47:05
TXN-000308,PAY-000308-349,SET-20260828-974399,882.18,INR,2026-08-28T18:39:44,SETTLED,BA-3009,UTR524164983535,2026-08-28T19:17:44
TXN-000309,PAY-000309-877,SET-20260807-571056,447.13,INR,2026-08-08T03:42:49,SETTLED,BA-3006,UTR568114391652,2026-08-08T04:47:49
TXN-000309,PAY-000309-877,SET-20260807-571056,447.13,INR,2026-08-08T04:17:49,SETTLED,BA-3006,UTR851114225228,2026-08-08T05:19:49
TXN-000310,PAY-000310-449,SET-20260825-101820,836.18,INR,2026-08-25T17:00:11,SETTLED,BA-3006,UTR732956425600,2026-08-25T18:21:11
TXN-000311,PAY-000311-236,SET-20260818-370746,129.66,INR,2026-08-18T20:44:07,SETTLED,BA-3004,UTR556665039864,2026-08-18T21:58:07
TXN-000312,PAY-000312-985,SET-20260819-910762,472.56,INR,2026-08-19T09:29:04,SETTLED,BA-3009,UTR727513938555,2026-08-19T10:36:04
TXN-000313,PAY-000313-661,SET-20260831-381860,1742.95,INR,2026-08-31T13:19:02,SETTLED,BA-3003,UTR538010359157,2026-08-31T13:39:02
TXN-000315,PAY-000315-272,SET-20260804-372052,2324.45,INR,2026-08-04T14:11:01,SETTLED,BA-3007,UTR426726172732,2026-08-04T14:46:01
TXN-000316,PAY-000316-117,SET-20260809-872016,1065.66,INR,2026-08-09T16:57:41,SETTLED,BA-3001,UTR220771906039,2026-08-09T18:06:41
TXN-000317,PAY-000317-714,SET-20260820-949959,1568.60,INR,2026-08-20T19:10:51,SETTLED,BA-3003,UTR501437361023,2026-08-20T19:18:51
TXN-000318,PAY-000318-651,SET-20260816-140391,590.98,INR,2026-08-16T18:55:15,SETTLED,BA-3009,UTR963440826434,2026-08-16T20:02:15
TXN-000319,PAY-000319-911,SET-20260814-873423,319.76,INR,2026-08-15T01:46:55,SETTLED,BA-3007,UTR984777394091,2026-08-15T02:20:55
TXN-000320,PAY-000320-362,SET-20260815-712970,933.67,INR,2026-08-18T03:34:02,PENDING,BA-3005,UTR676315148531,
TXN-000321,PAY-000321-810,SET-20260805-141515,1656.41,INR,2026-08-06T01:23:53,SETTLED,BA-3005,UTR299690765281,2026-08-06T02:21:53
TXN-000322,PAY-000322-413,SET-20260801-613470,1631.57,INR,2026-08-01T22:11:02,SETTLED,BA-3003,UTR843388105122,2026-08-01T22:31:02
TXN-000323,PAY-000323-287,SET-20260804-686977,417.95,INR,2026-08-04T10:28:53,SETTLED,BA-3005,UTR443278166534,2026-08-04T10:48:53
TXN-000324,PAY-000324-883,SET-20260809-756518,1311.63,INR,2026-08-09T18:06:02,SETTLED,BA-3005,UTR553661757980,2026-08-09T18:39:02
TXN-000325,PAY-000325-762,SET-20260822-788368,2180.42,INR,2026-08-23T00:20:49,SETTLED,BA-3009,UTR297899045077,2026-08-23T00:50:49
TXN-000326,PAY-000326-853,SET-20260821-208010,2086.78,INR,2026-08-22T08:17:24,SETTLED,BA-3002,UTR968219149206,2026-08-22T09:17:24
TXN-000327,PAY-000327-168,SET-20260831-165694,1921.85,INR,2026-08-31T09:44:58,SETTLED,BA-3001,UTR149018915779,2026-08-31T09:53:58
TXN-000328,PAY-000328-106,SET-20260821-270338,2285.25,INR,2026-08-22T07:03:29,SETTLED,BA-3006,UTR456818692912,2026-08-22T08:12:29
TXN-000329,PAY-000329-819,SET-20260805-880298,1590.69,INR,2026-08-05T14:35:12,SETTLED,BA-3002,UTR994685610749,2026-08-05T15:22:12
TXN-000330,PAY-000330-648,SET-20260824-682212,2362.58,INR,2026-08-29T10:40:41,PENDING,BA-3005,UTR413452975981,
TXN-000331,PAY-000331-662,SET-20260816-543638,1856.52,INR,2026-08-17T09:23:05,SETTLED,BA-3006,UTR656559749184,2026-08-17T09:53:05
TXN-000332,PAY-000332-228,SET-20260810-273454,403.70,INR,2026-08-10T14:32:37,SETTLED,BA-3003,UTR479872142152,2026-08-10T15:59:37
TXN-000333,PAY-000333-187,SET-20260807-824434,2114.53,INR,2026-08-07T10:52:18,SETTLED,BA-3005,UTR245504906538,2026-08-07T11:46:18
TXN-000334,PAY-000334-405,SET-20260802-335440,48.72,INR,2026-08-03T07:36:15,SETTLED,BA-3004,UTR144670407553,2026-08-03T08:56:15
TXN-000335,PAY-000335-802,SET-20260811-243777,2295.18,INR,2026-08-12T01:35:50,SETTLED,BA-3008,UTR413334808485,2026-08-12T02:15:50
TXN-000337,PAY-000337-749,SET-20260830-307809,2456.64,INR,2026-08-30T21:06:52,SETTLED,BA-3006,UTR486989331811,2026-08-30T22:08:52
TXN-000337,PAY-000337-749,SET-20260830-307809,2456.64,INR,2026-08-30T21:40:52,SETTLED,BA-3006,UTR215439631974,2026-08-30T22:51:52
TXN-000338,PAY-000338-338,SET-20260831-241119,605.18,INR,2026-08-31T21:54:50,SETTLED,BA-3009,UTR886220373885,2026-08-31T23:15:50
TXN-000339,PAY-000339-860,SET-20260901-133499,1277.33,INR,2026-09-01T10:56:44,SETTLED,BA-3001,UTR721718167862,2026-09-01T12:19:44
TXN-000340,PAY-000340-871,SET-20260823-527088,2196.13,INR,2026-08-24T04:09:09,RETURNED,BA-3003,UTR278892846205,2026-08-24T05:04:09
TXN-000341,PAY-000341-224,SET-20260830-690339,2499.57,INR,2026-08-30T07:16:15,SETTLED,BA-3003,UTR710839643627,2026-08-30T08:04:15
TXN-000344,PAY-000344-124,SET-20260802-244083,1065.37,INR,2026-08-02T16:26:10,SETTLED,BA-3006,UTR169356018075,2026-08-02T17:23:10
TXN-000345,PAY-000345-562,SET-20260807-402122,482.35,INR,2026-08-12T02:22:45,PENDING,BA-3002,UTR246907150637,
TXN-000347,PAY-000347-886,SET-20260820-750521,94.54,INR,2026-08-20T23:15:55,SETTLED,BA-3007,UTR333671219204,2026-08-21T00:20:55
TXN-000348,PAY-000348-120,SET-20260808-708604,215.66,INR,2026-08-08T18:08:23,SETTLED,BA-3001,UTR610777544260,2026-08-08T19:27:23
TXN-000349,PAY-000349-399,SET-20260825-620218,1924.39,INR,2026-08-25T09:25:56,SETTLED,BA-3002,UTR494159040432,2026-08-25T10:42:56
TXN-000350,PAY-000350-721,SET-20260802-226467,45.43,INR,2026-08-02T12:54:16,SETTLED,BA-3005,UTR635136489132,2026-08-02T14:04:16
TXN-000351,PAY-000351-483,SET-20260827-103875,2326.41,INR,2026-08-27T08:00:04,SETTLED,BA-3009,UTR367700791048,2026-08-27T09:10:04
TXN-000351,PAY-000351-483,SET-20260827-103875,2326.41,INR,2026-08-27T08:35:04,SETTLED,BA-3009,UTR191995991350,2026-08-27T09:19:04
TXN-000352,PAY-000352-644,SET-20260803-237449,1358.86,INR,2026-08-03T02:48:54,SETTLED,BA-3005,UTR720972761347,2026-08-03T03:42:54
TXN-000354,PAY-000354-327,SET-20260817-330569,1729.77,INR,2026-08-17T18:45:22,SETTLED,BA-3007,UTR230800128830,2026-08-17T18:56:22
TXN-000355,PAY-000355-279,SET-20260805-412805,1805.83,INR,2026-08-06T04:11:55,SETTLED,BA-3006,UTR174365498488,2026-08-06T05:05:55
TXN-000356,PAY-000356-359,SET-20260810-374930,1576.50,INR,2026-08-10T17:12:43,SETTLED,BA-3009,UTR799385600035,2026-08-10T18:06:43
TXN-000357,PAY-000357-225,SET-20260809-734834,742.91,INR,2026-08-12T11:27:11,PENDING,BA-3001,UTR618873885364,
TXN-000358,PAY-000358-177,SET-20260818-627723,418.77,INR,2026-08-18T23:49:24,SETTLED,BA-3002,UTR623448961723,2026-08-19T00:14:24
TXN-000359,PAY-000359-789,SET-20260802-957765,728.63,INR,2026-08-03T02:43:01,SETTLED,BA-3009,UTR177423835848,2026-08-03T03:05:01
TXN-000360,PAY-000360-178,SET-20260816-153304,2354.55,INR,2026-08-16T10:47:33,SETTLED,BA-3002,UTR523477403214,2026-08-16T12:16:33
TXN-000361,PAY-000361-160,SET-20260812-597261,1974.23,INR,2026-08-14T22:47:04,PENDING,BA-3008,UTR646542189609,
TXN-000362,PAY-000362-988,SET-20260828-571060,1202.83,INR,2026-08-28T17:56:03,SETTLED,BA-3004,UTR540644920862,2026-08-28T18:30:03
TXN-000363,PAY-000363-220,SET-20260812-669929,2103.29,INR,2026-08-13T00:27:24,SETTLED,BA-3007,UTR650212883603,2026-08-13T00:56:24
TXN-000364,PAY-000364-356,SET-20260805-424149,640.56,INR,2026-08-07T22:16:23,PENDING,BA-3004,UTR837975475017,
TXN-000365,PAY-000365-433,SET-20260814-629487,1751.68,INR,2026-08-15T03:02:01,SETTLED,BA-3006,UTR882990844727,2026-08-15T03:47:01
TXN-000366,PAY-000366-707,SET-20260828-666334,208.87,INR,2026-08-29T09:52:07,SETTLED,BA-3001,UTR494628904372,2026-08-29T10:43:07
TXN-000367,PAY-000367-633,SET-20260814-588905,781.27,INR,2026-08-14T11:03:26,SETTLED,BA-3010,UTR216963256144,2026-08-14T11:37:26
TXN-000368,PAY-000368-643,SET-20260816-216755,1944.77,INR,2026-08-16T18:44:36,SETTLED,BA-3006,UTR422285658867,2026-08-16T19:55:36
TXN-000369,PAY-000369-516,SET-20260831-799037,1231.23,INR,2026-08-31T23:50:02,RETURNED,BA-3004,UTR298503234533,2026-09-01T00:49:02
TXN-000370,PAY-000370-410,SET-20260808-864205,159.72,INR,2026-08-08T17:47:55,SETTLED,BA-3010,UTR668283289811,2026-08-08T18:47:55
TXN-000371,PAY-000371-385,SET-20260813-513975,2226.56,INR,2026-08-13T05:32:48,SETTLED,BA-3003,UTR968002351049,2026-08-13T07:01:48
TXN-000372,PAY-000372-443,SET-20260821-778414,176.63,INR,2026-08-22T07:16:31,SETTLED,BA-3004,UTR237380876329,2026-08-22T08:00:31
TXN-000374,PAY-000374-270,SET-20260822-492676,1589.54,INR,2026-08-22T18:02:02,SETTLED,BA-3002,UTR513622687629,2026-08-22T19:18:02
TXN-000375,PAY-000375-437,SET-20260813-299148,1540.84,INR,2026-08-14T02:43:05,SETTLED,BA-3007,UTR478879656842,2026-08-14T03:28:05
TXN-000377,PAY-000377-602,SET-20260816-310010,937.30,INR,2026-08-16T21:45:38,SETTLED,BA-3005,UTR797193562359,2026-08-16T22:43:38
TXN-000378,PAY-000378-424,SET-20260805-374518,1717.54,INR,2026-08-06T07:53:18,SETTLED,BA-3010,UTR683021267261,2026-08-06T08:14:18
