transaction_id,payment_id,settlement_id,amount,currency,timestamp,gateway_status,payment_method,merchant_id,gateway_reference,settlement_initiated_at
TXN-000165,PAY-000165-322,SET-20260811-269116,1365.81,INR,2026-08-11T16:28:37,CAPTURED,NETBANKING,MID-1022,GW-63821057,2026-08-11T20:28:35
TXN-000166,PAY-000166-530,SET-20260826-235177,2137.25,INR,2026-08-26T16:25:57,CAPTURED,UPI,MID-1006,GW-21189029,2026-08-26T20:01:03
TXN-000167,PAY-000167-241,SET-20260823-744765,1985.64,INR,2026-08-23T23:13:34,CAPTURED,WALLET,MID-1022,GW-65822853,2026-08-23T23:35:22
TXN-000168,PAY-000168-483,SET-20260803-559279,2498.81,INR,2026-08-03T05:03:47,CAPTURED,UPI,MID-1002,GW-10015155,2026-08-03T07:00:53
TXN-000169,PAY-000169-880,SET-20260822-620122,2269.41,INR,2026-08-22T21:56:07,CAPTURED,NETBANKING,MID-1025,GW-37184748,2026-08-22T22:34:24
TXN-000170,PAY-000170-172,SET-20260823-515921,2127.75,INR,2026-08-23T12:52:48,CAPTURED,WALLET,MID-1024,GW-13478959,2026-08-23T15:53:56
TXN-000171,PAY-000171-349,SET-20260811-338151,1811.91,INR,2026-08-11T18:06:37,CAPTURED,NETBANKING,MID-1009,GW-30060906,2026-08-11T19:38:14
TXN-000172,PAY-000172-865,SET-20260807-276646,157.70,INR,2026-08-07T04:04:39,CAPTURED,WALLET,MID-1007,GW-34634269,2026-08-07T06:38:48
TXN-000173,PAY-000173-624,SET-20260813-884391,1480.87,INR,2026-08-13T01:12:09,CAPTURED,NETBANKING,MID-1008,GW-47776005,2026-08-13T04:42:31
TXN-000174,PAY-000174-621,SET-20260827-881628,2164.13,INR,2026-08-27T23:34:25,CAPTURED,UPI,MID-1025,GW-49693098,2026-08-28T02:06:13
TXN-000175,PAY-000175-580,SET-20260803-116826,2402.36,INR,2026-08-03T15:33:22,CAPTURED,UPI,MID-1005,GW-87597055,2026-08-03T15:42:12
TXN-000176,PAY-000176-839,SET-20260803-689064,2293.19,INR,2026-08-03T19:42:02,CAPTURED,NETBANKING,MID-1025,GW-38710799,2026-08-03T22:09:59
TXN-000177,PAY-000177-883,SET-20260820-406863,1744.97,INR,2026-08-20T03:01:21,CAPTURED,UPI,MID-1010,GW-30528240,2026-08-20T06:14:46
TXN-000178,PAY-000178-251,SET-20260831-505633,2395.45,INR,2026-08-31T19:51:28,CAPTURED,UPI,MID-1020,GW-16323015,2026-08-31T20:39:59
TXN-000179,PAY-000179-495,SET-20260805-181613,2288.42,INR,2026-08-05T10:05:36,CAPTURED,CARD,MID-1019,GW-81358378,2026-08-05T10:11:19
TXN-000180,PAY-000180-393,SET-20260806-130054,470.03,INR,2026-08-06T15:30:20,CAPTURED,WALLET,MID-1022,GW-42476479,2026-08-06T16:28:05
TXN-000181,PAY-000181-644,SET-20260814-336462,1584.98,INR,2026-08-14T11:39:23,CAPTURED,UPI,MID-1003,GW-77903124,2026-08-14T13:42:07
TXN-000182,PAY-000182-548,SET-20260823-645861,1741.13,INR,2026-08-23T17:10:56,CAPTURED,NETBANKING,MID-1010,GW-74166720,2026-08-23T20:15:54
TXN-000183,PAY-000183-878,SET-20260810-631485,199.14,INR,2026-08-10T05:07:19,CAPTURED,WALLET,MID-1002,GW-27083201,2026-08-10T07:47:13
TXN-000184,PAY-000184-349,SET-20260822-170928,304.57,INR,2026-08-22T22:45:45,CAPTURED,CARD,MID-1018,GW-31237869,2026-08-23T01:51:22
TXN-000185,PAY-000185-207,SET-20260809-807289,1809.82,INR,2026-08-09T22:52:53,CAPTURED,UPI,MID-1009,GW-50312058,2026-08-10T00:25:32
TXN-000186,PAY-000186-112,SET-20260804-807858,1909.32,INR,2026-08-04T13:10:45,CAPTURED,UPI,MID-1019,GW-98381566,2026-08-04T13:16:53
TXN-000187,PAY-000187-905,SET-20260901-746036,608.53,INR,2026-09-01T06:44:45,CAPTURED,NETBANKING,MID-1012,GW-97990900,2026-09-01T08:40:13
TXN-000188,PAY-000188-141,SET-20260802-662224,635.68,INR,2026-08-02T15:57:40,CAPTURED,UPI,MID-1019,GW-68514079,2026-08-02T17:21:25
TXN-000189,PAY-000189-908,SET-20260821-220866,1738.65,INR,2026-08-21T12:14:39,CAPTURED,UPI,MID-1014,GW-44147653,2026-08-21T15:21:14
TXN-000190,PAY-000190-802,SET-20260813-249602,308.90,INR,2026-08-13T15:56:31,CAPTURED,CARD,MID-1011,GW-81119699,2026-08-13T17:06:00
TXN-000191,PAY-000191-579,SET-20260817-801328,163.76,INR,2026-08-17T03:44:47,CAPTURED,CARD,MID-1018,GW-82970885,2026-08-17T07:16:05
TXN-000192,PAY-000192-808,SET-20260816-462029,1025.50,INR,2026-08-16T11:25:04,CAPTURED,CARD,MID-1012,GW-42699158,2026-08-16T14:05:28
TXN-000193,PAY-000193-166,SET-20260808-175449,1928.99,INR,2026-08-08T15:16:37,CAPTURED,WALLET,MID-1021,GW-71083377,2026-08-08T15:40:54
TXN-000194,PAY-000194-136,SET-20260812-177613,2118.65,INR,2026-08-12T17:08:56,CAPTURED,CARD,MID-1016,GW-13060477,2026-08-12T19:28:14
TXN-000195,PAY-000195-538,SET-20260824-900912,1651.62,INR,2026-08-24T02:13:47,CAPTURED,WALLET,MID-1004,GW-65487502,2026-08-24T05:42:31
TXN-000196,PAY-000196-869,,677.57,INR,2026-08-10T04:27:18,CAPTURED_UNSETTLED,NETBANKING,MID-1015,GW-47920730,
TXN-000197,PAY-000197-502,SET-20260801-276261,314.62,INR,2026-08-01T09:21:43,CAPTURED,CARD,MID-1014,GW-98301115,2026-08-01T13:12:44
TXN-000198,PAY-000198-854,SET-20260824-871630,283.55,INR,2026-08-24T07:27:17,CAPTURED,UPI,MID-1014,GW-80562590,2026-08-24T08:54:00
TXN-000199,PAY-000199-676,SET-20260819-898349,1812.54,INR,2026-08-19T01:50:52,CAPTURED,CARD,MID-1017,GW-73940582,2026-08-19T04:57:48
TXN-000200,PAY-000200-116,,116.55,INR,2026-08-30T11:16:18,CAPTURED_UNSETTLED,WALLET,MID-1025,GW-75193982,
TXN-000201,PAY-000201-771,SET-20260816-580758,2088.26,INR,2026-08-16T12:44:20,CAPTURED,CARD,MID-1015,GW-93265669,2026-08-16T13:32:19
TXN-000202,PAY-000202-456,,1593.74,INR,2026-09-01T07:40:31,CAPTURED_UNSETTLED,NETBANKING,MID-1017,GW-56671134,
TXN-000203,PAY-000203-513,SET-20260815-554521,2025.02,INR,2026-08-15T17:01:30,CAPTURED,WALLET,MID-1006,GW-56006018,2026-08-15T17:33:39
TXN-000204,PAY-000204-583,SET-20260824-435730,79.64,INR,2026-08-24T22:05:43,CAPTURED,WALLET,MID-1009,GW-28502789,2026-08-24T23:29:47
TXN-000205,PAY-000205-948,SET-20260826-258270,1194.08,INR,2026-08-26T12:47:36,CAPTURED,UPI,MID-1006,GW-20596533,2026-08-26T14:03:12
TXN-000206,PAY-000206-993,SET-20260813-901851,2437.58,INR,2026-08-13T02:46:10,CAPTURED,WALLET,MID-1014,GW-85234175,2026-08-13T02:52:53
TXN-000207,PAY-000207-518,SET-20260820-474489,1552.19,INR,2026-08-20T03:41:05,CAPTURED,UPI,MID-1024,GW-71114960,2026-08-20T05:51:21
TXN-000208,PAY-000208-134,SET-20260828-593795,672.12,INR,2026-08-28T05:07:50,CAPTURED,WALLET,MID-1008,GW-93228549,2026-08-28T06:38:25
TXN-000209,PAY-000209-394,SET-20260828-505725,2293.16,INR,2026-08-28T20:53:58,CAPTURED,CARD,MID-1013,GW-83554863,2026-08-28T21:09:05
TXN-000210,PAY-000210-102,SET-20260812-929115,835.71,INR,2026-08-12T06:25:13,CAPTURED,UPI,MID-1024,GW-84569464,2026-08-12T07:44:16
TXN-000211,PAY-000211-531,SET-20260830-582639,462.55,INR,2026-08-30T08:18:54,CAPTURED,CARD,MID-1017,GW-10881599,2026-08-30T10:31:45
TXN-000212,PAY-000212-819,SET-20260818-866128,1651.93,INR,2026-08-18T06:59:59,CAPTURED,NETBANKING,MID-1025,GW-38569547,2026-08-18T07:21:26
TXN-000213,PAY-000213-450,SET-20260821-137838,2176.54,INR,2026-08-21T22:13:32,CAPTURED,NETBANKING,MID-1010,GW-93668325,2026-08-22T00:41:10
TXN-000214,PAY-000214-803,SET-20260828-484695,391.29,INR,2026-08-28T12:30:14,CAPTURED,NETBANKING,MID-1003,GW-47591531,2026-08-28T15:46:26
TXN-000215,PAY-000215-577,SET-20260802-362695,867.39,INR,2026-08-02T15:47:15,CAPTURED,NETBANKING,MID-1014,GW-45015107,2026-08-02T16:00:55
TXN-000216,PAY-000216-832,SET-20260820-188717,2386.29,INR,2026-08-20T00:20:53,CAPTURED,WALLET,MID-1013,GW-95491007,2026-08-20T02:49:12
TXN-000217,PAY-000217-484,SET-20260823-523968,1702.04,INR,2026-08-23T11:10:16,CAPTURED,NETBANKING,MID-1022,GW-26744009,2026-08-23T13:18:54
TXN-000218,PAY-000218-771,SET-20260814-818483,1608.62,INR,2026-08-14T01:15:24,CAPTURED,CARD,MID-1007,GW-77552906,2026-08-14T04:53:50
TXN-000219,PAY-000219-699,SET-20260808-950583,955.09,INR,2026-08-08T20:40:56,CAPTURED,NETBANKING,MID-1023,GW-49523087,2026-08-09T00:10:02
TXN-000220,PAY-000220-718,SET-20260821-208216,110.12,INR,2026-08-21T07:02:46,CAPTURED,WALLET,MID-1019,GW-46490280,2026-08-21T07:26:52
TXN-000221,PAY-000221-230,SET-20260802-328624,894.41,INR,2026-08-02T20:18:53,CAPTURED,CARD,MID-1003,GW-69250018,2026-08-02T20:46:18
TXN-000222,PAY-000222-897,SET-20260805-475705,2460.13,INR,2026-08-05T13:42:41,CAPTURED,CARD,MID-1006,GW-83500875,2026-08-05T17:29:22
TXN-000223,PAY-000223-637,SET-20260811-703461,1001.98,INR,2026-08-11T03:15:48,CAPTURED,NETBANKING,MID-1004,GW-98126149,2026-08-11T05:37:39
TXN-000224,PAY-000224-413,SET-20260819-513928,1099.67,INR,2026-08-19T19:35:19,CAPTURED,UPI,MID-1014,GW-95892533,2026-08-19T23:35:36
TXN-000225,PAY-000225-942,SET-20260826-759649,2083.10,INR,2026-08-26T01:28:43,CAPTURED,NETBANKING,MID-1017,GW-21872617,2026-08-26T02:02:33
TXN-000226,PAY-000226-133,SET-20260806-295674,1161.52,INR,2026-08-06T19:20:17,CAPTURED,CARD,MID-1005,GW-18940253,2026-08-06T20:12:33
TXN-000227,PAY-000227-726,SET-20260831-705780,2230.06,INR,2026-08-31T19:10:53,CAPTURED,UPI,MID-1005,GW-15043248,2026-08-31T22:01:22
TXN-000228,PAY-000228-567,SET-20260804-523140,8.24,INR,2026-08-04T13:32:28,CAPTURED,WALLET,MID-1003,GW-72588865,2026-08-04T15:33:45
TXN-000229,PAY-000229-366,SET-20260808-422221,1370.16,INR,2026-08-08T23:40:41,CAPTURED,UPI,MID-1012,GW-67681719,2026-08-09T00:47:38
TXN-000230,PAY-000230-777,SET-20260817-417166,1232.60,INR,2026-08-17T20:40:07,CAPTURED,WALLET,MID-1022,GW-58320758,2026-08-18T00:13:51
TXN-000231,PAY-000231-397,SET-20260816-463982,1704.15,INR,2026-08-16T02:02:08,CAPTURED,UPI,MID-1014,GW-15008485,2026-08-16T04:14:37
TXN-000232,PAY-000232-552,SET-20260801-343943,1181.52,INR,2026-08-01T15:24:59,CAPTURE_REVERSED,NETBANKING,MID-1002,GW-35081819,2026-08-01T18:45:22
TXN-000233,PAY-000233-886,SET-20260813-585175,1081.27,INR,2026-08-13T04:17:51,CAPTURED,WALLET,MID-1016,GW-49201016,2026-08-13T06:25:49
TXN-000234,PAY-000234-922,SET-20260815-657608,1332.96,INR,2026-08-15T04:10:35,CAPTURED,WALLET,MID-1007,GW-12133144,2026-08-15T06:00:12
TXN-000235,PAY-000235-232,SET-20260817-237668,2127.94,INR,2026-08-17T09:39:44,CAPTURED,UPI,MID-1015,GW-34666126,2026-08-17T10:56:09
TXN-000236,PAY-000236-376,SET-20260814-633787,1436.47,INR,2026-08-14T20:26:48,CAPTURED,NETBANKING,MID-1012,GW-17395596,2026-08-14T20:46:36
TXN-000237,PAY-000237-923,SET-20260806-481673,859.04,INR,2026-08-06T03:25:17,CAPTURED,CARD,MID-1021,GW-41009623,2026-08-06T06:57:46
TXN-000238,PAY-000238-909,SET-20260819-537175,2176.76,INR,2026-08-19T13:15:21,CAPTURED,CARD,MID-1023,GW-34176409,2026-08-19T16:12:12
TXN-000239,PAY-000239-514,SET-20260825-405038,2443.83,INR,2026-08-25T20:48:06,CAPTURED,WALLET,MID-1023,GW-63439678,2026-08-25T23:46:36
TXN-000240,PAY-000240-846,SET-20260804-742661,2250.09,INR,2026-08-04T18:21:47,CAPTURED,WALLET,MID-1007,GW-59443388,2026-08-04T22:12:27
TXN-000241,PAY-000241-354,SET-20260825-535621,612.23,INR,2026-08-25T11:00:59,CAPTURED,NETBANKING,MID-1013,GW-63345210,2026-08-25T13:43:01
TXN-000242,PAY-000242-785,SET-20260813-178066,1814.69,INR,2026-08-13T03:42:04,CAPTURE_REVERSED,WALLET,MID-1021,GW-16511183,2026-08-13T06:34:59
TXN-000243,PAY-000243-841,SET-20260817-656943,391.11,INR,2026-08-17T23:08:38,CAPTURED,UPI,MID-1015,GW-16668027,2026-08-18T01:13:56
TXN-000244,PAY-000244-184,SET-20260827-405823,1874.00,INR,2026-08-27T03:07:54,CAPTURED,UPI,MID-1009,GW-53695541,2026-08-27T05:04:51
TXN-000245,PAY-000245-646,SET-20260823-428133,2082.60,INR,2026-08-23T21:43:09,CAPTURED,WALLET,MID-1024,GW-25687051,2026-08-23T22:39:29
TXN-000246,PAY-000246-809,SET-20260802-507810,1765.70,INR,2026-08-02T19:10:08,CAPTURED,CARD,MID-1013,GW-97587558,2026-08-02T21:28:26
TXN-000247,PAY-000247-597,SET-20260811-523080,77.61,INR,2026-08-11T04:22:10,CAPTURED,CARD,MID-1022,GW-80684947,2026-08-11T08:16:59
TXN-000248,PAY-000248-941,SET-20260819-597845,720.96,INR,2026-08-19T23:42:41,CAPTURED,NETBANKING,MID-1019,GW-53808725,2026-08-20T02:11:52
TXN-000249,PAY-000249-218,SET-20260803-354333,832.27,INR,2026-08-03T05:18:32,CAPTURED,CARD,MID-1007,GW-19581257,2026-08-03T08:57:41
TXN-000250,PAY-000250-166,SET-20260806-877343,907.39,INR,2026-08-06T18:02:15,CAPTURED,UPI,MID-1024,GW-54308129,2026-08-06T19:02:42
TXN-000251,PAY-000251-970,,453.95,INR,2026-08-02T02:16:34,CAPTURED_UNSETTLED,CARD,MID-1018,GW-49285345,
TXN-000252,PAY-000252-524,SET-20260828-156907,330.10,INR,2026-08-28T13:29:04,CAPTURED,CARD,MID-1017,GW-77229357,2026-08-28T15:48:19
TXN-000253,PAY-000253-274,SET-20260808-549925,546.70,INR,2026-08-08T06:19:53,CAPTURED,WALLET,MID-1013,GW-73345202,2026-08-08T08:20:08
TXN-000254,PAY-000254-108,SET-20260805-263469,1639.46,INR,2026-08-05T15:40:56,CAPTURED,UPI,MID-1017,GW-78181617,2026-08-05T19:37:50
TXN-000255,PAY-000255-265,SET-20260813-906879,58.09,INR,2026-08-13T00:31:25,CAPTURED,WALLET,MID-1013,GW-91013352,2026-08-13T03:44:21
TXN-000256,PAY-000256-928,SET-20260825-159331,1328.11,INR,2026-08-25T01:47:35,CAPTURED,CARD,MID-1024,GW-18048119,2026-08-25T05:32:50
TXN-000257,PAY-000257-206,SET-20260807-327266,68.33,INR,2026-08-07T08:02:01,CAPTURED,WALLET,MID-1012,GW-36855093,2026-08-07T11:43:17
TXN-000258,PAY-000258-512,SET-20260803-593745,1041.65,INR,2026-08-03T06:27:38,CAPTURED,UPI,MID-1004,GW-77333942,2026-08-03T08:52:16
TXN-000259,PAY-000259-650,SET-20260807-516571,1011.01,INR,2026-08-07T13:08:31,CAPTURED,UPI,MID-1016,GW-49816174,2026-08-07T16:39:13
TXN-000260,PAY-000260-292,SET-20260828-238102,1031.74,INR,2026-08-28T06:07:32,CAPTURED,CARD,MID-1016,GW-58102631,2026-08-28T08:08:22
TXN-000261,PAY-000261-212,SET-20260808-741693,2233.15,INR,2026-08-08T19:18:11,CAPTURED,NETBANKING,MID-1015,GW-40118295,2026-08-08T20:02:43
TXN-000262,PAY-000262-187,SET-20260822-681523,2127.99,INR,2026-08-22T09:24:35,CAPTURED,WALLET,MID-1017,GW-21143541,2026-08-22T12:38:36
TXN-000263,PAY-000263-248,SET-20260801-940038,1692.18,INR,2026-08-01T10:55:23,CAPTURED,NETBANKING,MID-1004,GW-26005921,2026-08-01T14:36:42
TXN-000264,PAY-000264-420,SET-20260808-348220,485.35,INR,2026-08-08T03:20:10,CAPTURED,UPI,MID-1019,GW-69901837,2026-08-08T05:33:15
TXN-000265,PAY-000265-561,SET-20260901-727164,1006.16,INR,2026-09-01T01:20:03,CAPTURE_REVERSED,UPI,MID-1010,GW-47933073,2026-09-01T02:06:23
TXN-000266,PAY-000266-608,SET-20260824-379643,100.75,INR,2026-08-24T13:58:31,CAPTURED,WALLET,MID-1022,GW-95376730,2026-08-24T16:34:09
TXN-000267,PAY-000267-508,SET-20260815-824317,1176.86,INR,2026-08-15T15:40:42,CAPTURED,UPI,MID-1009,GW-37191196,2026-08-15T18:33:36
TXN-000268,PAY-000268-952,SET-20260826-311710,1531.91,INR,2026-08-26T07:52:21,CAPTURED,NETBANKING,MID-1007,GW-86998013,2026-08-26T10:05:20
TXN-000269,PAY-000269-578,SET-20260831-537324,1501.68,INR,2026-08-31T02:09:33,CAPTURED,WALLET,MID-1010,GW-57767745,2026-08-31T03:12:01
TXN-000270,PAY-000270-208,SET-20260805-920472,2429.84,INR,2026-08-05T01:17:39,CAPTURED,CARD,MID-1019,GW-80232091,2026-08-05T03:52:27
TXN-000271,PAY-000271-529,SET-20260812-228028,1351.16,INR,2026-08-12T16:56:05,CAPTURED,NETBANKING,MID-1022,GW-30854217,2026-08-12T17:39:01
TXN-000272,PAY-000272-764,SET-20260809-232998,795.31,INR,2026-08-09T11:50:18,CAPTURED,WALLET,MID-1021,GW-56451762,2026-08-09T13:54:18
TXN-000273,PAY-000273-492,SET-20260816-332813,1948.85,INR,2026-08-16T12:09:48,CAPTURED,WALLET,MID-1019,GW-20922416,2026-08-16T15:06:36
TXN-000274,PAY-000274-600,SET-20260812-545159,2228.55,INR,2026-08-12T14:40:10,CAPTURED,CARD,MID-1006,GW-61229027,2026-08-12T18:24:27
TXN-000275,PAY-000275-435,SET-20260825-540409,61.14,INR,2026-08-25T11:38:27,CAPTURED,CARD,MID-1001,GW-83794157,2026-08-25T12:46:08
TXN-000276,PAY-000276-903,SET-20260813-175920,903.32,INR,2026-08-13T04:50:12,CAPTURED,UPI,MID-1009,GW-31015811,2026-08-13T06:19:58
TXN-000277,PAY-000277-687,,37.75,INR,2026-08-29T18:48:58,CAPTURED_UNSETTLED,CARD,MID-1001,GW-97055686,
TXN-000278,PAY-000278-112,SET-20260805-478973,1861.42,INR,2026-08-05T01:48:30,CAPTURED,NETBANKING,MID-1001,GW-29758161,2026-08-05T05:33:46
TXN-000279,PAY-000279-949,SET-20260826-464087,876.21,INR,2026-08-26T11:29:08,CAPTURED,CARD,MID-1018,GW-16239888,2026-08-26T14:31:36
TXN-000280,PAY-000280-620,SET-20260901-215929,917.32,INR,2026-09-01T00:18:49,CAPTURED,CARD,MID-1006,GW-77281534,2026-09-01T01:34:35
TXN-000281,PAY-000281-987,SET-20260831-114313,1628.57,INR,2026-08-31T10:26:33,CAPTURED,NETBANKING,MID-1006,GW-53570674,2026-08-31T11:02:01
TXN-000282,PAY-000282-202,SET-20260818-128676,706.69,INR,2026-08-18T12:13:48,CAPTURED,WALLET,MID-1012,GW-49345623,2026-08-18T15:21:07
TXN-000283,PAY-000283-543,SET-20260821-637513,248.16,INR,2026-08-21T08:04:41,CAPTURED,WALLET,MID-1015,GW-78361548,2026-08-21T11:13:41
TXN-000284,PAY-000284-986,SET-20260813-464252,565.33,INR,2026-08-13T01:15:22,CAPTURED,UPI,MID-1007,GW-70182701,2026-08-13T01:39:07
TXN-000285,PAY-000285-855,,2078.25,INR,2026-08-25T23:01:13,CAPTURED_UNSETTLED,UPI,MID-1015,GW-78865404,
TXN-000286,PAY-000286-962,SET-20260811-535428,2065.69,INR,2026-08-11T04:35:16,CAPTURED,NETBANKING,MID-1017,GW-45786025,2026-08-11T08:07:08
TXN-000287,PAY-000287-445,SET-20260809-538870,544.89,INR,2026-08-09T23:51:51,CAPTURED,NETBANKING,MID-1002,GW-82496998,2026-08-10T02:01:15
TXN-000288,PAY-000288-129,SET-20260818-664162,372.06,INR,2026-08-18T20:59:16,CAPTURED,NETBANKING,MID-1012,GW-24528711,2026-08-18T21:07:25
TXN-000289,PAY-000289-816,SET-20260802-882814,605.40,INR,2026-08-02T03:27:30,CAPTURED,NETBANKING,MID-1017,GW-85815111,2026-08-02T06:51:14
TXN-000290,PAY-000290-200,SET-20260813-705331,2175.34,INR,2026-08-13T22:53:14,CAPTURED,UPI,MID-1020,GW-84450770,2026-08-13T23:49:10
TXN-000291,PAY-000291-128,SET-20260810-230061,712.29,INR,2026-08-10T05:48:30,CAPTURED,WALLET,MID-1020,GW-77411259,2026-08-10T06:55:53
TXN-000292,PAY-000292-337,SET-20260809-548277,1564.10,INR,2026-08-09T17:48:05,CAPTURED,NETBANKING,MID-1014,GW-59702908,2026-08-09T18:43:45
TXN-000293,PAY-000293-592,SET-20260831-788511,281.14,INR,2026-08-31T07:33:55,CAPTURED,CARD,MID-1025,GW-78779146,2026-08-31T07:48:13
TXN-000294,PAY-000294-443,SET-20260821-811928,2022.71,INR,2026-08-21T01:23:56,CAPTURED,CARD,MID-1018,GW-60075748,2026-08-21T04:59:22
TXN-000295,PAY-000295-981,SET-20260804-895325,2221.35,INR,2026-08-04T11:20:30,CAPTURED,NETBANKING,MID-1003,GW-13561477,2026-08-04T12:52:10
TXN-000296,PAY-000296-923,SET-20260813-320869,1507.84,INR,2026-08-13T19:08:17,CAPTURED,WALLET,MID-1002,GW-32081200,2026-08-13T21:27:37
TXN-000297,PAY-000297-824,SET-20260821-845999,243.35,INR,2026-08-21T00:58:29,CAPTURED,CARD,MID-1001,GW-29511497,2026-08-21T01:24:27
TXN-000298,PAY-000298-553,SET-20260815-621313,2244.08,INR,2026-08-15T08:33:18,CAPTURED,UPI,MID-1013,GW-59311666,2026-08-15T08:57:48
TXN-000299,PAY-000299-851,SET-20260824-747168,1988.00,INR,2026-08-24T02:41:47,CAPTURED,NETBANKING,MID-1019,GW-62385010,2026-08-24T03:02:34
TXN-000300,PAY-000300-758,SET-20260811-173039,1442.61,INR,2026-08-11T18:18:13,CAPTURED,UPI,MID-1009,GW-99200129,2026-08-11T20:09:57
TXN-000301,PAY-000301-973,SET-20260823-350017,537.81,INR,2026-08-23T15:57:26,CAPTURED,UPI,MID-1024,GW-32861599,2026-08-23T16:07:49
TXN-000302,PAY-000302-913,SET-20260816-789956,1666.72,INR,2026-08-16T06:23:06,CAPTURED,NETBANKING,MID-1021,GW-72448152,2026-08-16T07:00:24
TXN-000303,PAY-000303-339,SET-20260812-976029,2351.14,INR,2026-08-12T01:14:41,CAPTURED,UPI,MID-1002,GW-46314672,2026-08-12T03:19:08
TXN-000304,PAY-000304-346,SET-20260812-209139,1619.60,INR,2026-08-12T04:19:38,CAPTURED,WALLET,MID-1010,GW-39247269,2026-08-12T05:24:16
TXN-000305,PAY-000305-306,,1599.74,INR,2026-08-28T11:10:03,CAPTURED_UNSETTLED,CARD,MID-1011,GW-91600795,
TXN-000306,PAY-000306-825,SET-20260828-199980,1559.70,INR,2026-08-28T02:01:16,CAPTURED,CARD,MID-1007,GW-86016046,2026-08-28T04:38:47
TXN-000307,PAY-000307-748,SET-20260830-453193,1320.12,INR,2026-08-30T02:48:56,CAPTURED,WALLET,MID-1023,GW-88258498,2026-08-30T03:48:05
TXN-000308,PAY-000308-349,SET-20260828-974399,882.18,INR,2026-08-28T10:09:34,CAPTURED,NETBANKING,MID-1013,GW-26278979,2026-08-28T13:47:44
TXN-000309,PAY-000309-877,SET-20260807-571056,447.13,INR,2026-08-07T18:10:40,CAPTURED,CARD,MID-1025,GW-38049284,2026-08-07T21:35:49
TXN-000310,PAY-000310-449,SET-20260825-101820,836.18,INR,2026-08-25T07:17:41,CAPTURED,WALLET,MID-1015,GW-70293962,2026-08-25T09:00:11
TXN-000311,PAY-000311-236,SET-20260818-370746,129.66,INR,2026-08-18T13:48:44,CAPTURED,WALLET,MID-1007,GW-91191910,2026-08-18T14:52:07
TXN-000312,PAY-000312-985,SET-20260819-910762,470.06,INR,2026-08-19T04:14:57,CAPTURED,NETBANKING,MID-1014,GW-92191321,2026-08-19T06:27:04
TXN-000313,PAY-000313-661,SET-20260831-381860,1742.95,INR,2026-08-31T07:25:33,CAPTURED,CARD,MID-1017,GW-97901589,2026-08-31T09:45:02
TXN-000314,PAY-000314-751,SET-20260807-321782,236.95,INR,2026-08-07T14:51:39,CAPTURED,WALLET,MID-1001,GW-41696422,2026-08-07T16:39:32
TXN-000315,PAY-000315-272,SET-20260804-372052,2324.45,INR,2026-08-04T07:40:00,CAPTURED,WALLET,MID-1016,GW-28518338,2026-08-04T09:59:01
TXN-000316,PAY-000316-117,SET-20260809-872016,1065.66,INR,2026-08-09T12:24:59,CAPTURED,WALLET,MID-1008,GW-34513334,2026-08-09T15:38:41
TXN-000317,PAY-000317-714,SET-20260820-949959,1568.60,INR,2026-08-20T11:35:35,CAPTURED,UPI,MID-1011,GW-58143075,2026-08-20T15:08:51
TXN-000318,PAY-000318-651,SET-20260816-140391,590.98,INR,2026-08-16T13:58:33,CAPTURED,WALLET,MID-1006,GW-42026217,2026-08-16T17:07:15
TXN-000319,PAY-000319-911,SET-20260814-873423,319.76,INR,2026-08-14T22:56:13,CAPTURED,UPI,MID-1012,GW-72180832,2026-08-15T00:34:55
TXN-000320,PAY-000320-362,SET-20260815-712970,933.67,INR,2026-08-15T00:23:02,CAPTURED,UPI,MID-1021,GW-19063870,2026-08-15T03:28:19
TXN-000321,PAY-000321-810,SET-20260805-141515,1656.41,INR,2026-08-05T19:45:37,CAPTURED,UPI,MID-1003,GW-10264294,2026-08-05T22:55:53
TXN-000322,PAY-000322-413,SET-20260801-613470,1631.57,INR,2026-08-01T19:38:03,CAPTURED,WALLET,MID-1017,GW-32354747,2026-08-01T20:47:02
TXN-000323,PAY-000323-287,SET-20260804-686977,417.95,INR,2026-08-04T02:02:09,CAPTURED,WALLET,MID-1025,GW-39792951,2026-08-04T05:11:53
TXN-000324,PAY-000324-883,SET-20260809-756518,1311.63,INR,2026-08-09T07:32:08,CAPTURED,WALLET,MID-1007,GW-77584971,2026-08-09T11:24:02
TXN-000325,PAY-000325-762,SET-20260822-788368,2180.42,INR,2026-08-22T19:17:41,CAPTURED,NETBANKING,MID-1001,GW-29512851,2026-08-22T19:51:49
TXN-000326,PAY-000326-853,SET-20260821-208010,2086.78,INR,2026-08-21T23:14:31,CAPTURED,NETBANKING,MID-1024,GW-90057978,2026-08-22T02:41:24
TXN-000327,PAY-000327-168,SET-20260831-165694,1921.85,INR,2026-08-31T00:46:54,CAPTURED,NETBANKING,MID-1007,GW-89970922,2026-08-31T02:44:58
TXN-000328,PAY-000328-106,SET-20260821-270338,2285.25,INR,2026-08-21T23:53:55,CAPTURED,WALLET,MID-1020,GW-88891226,2026-08-22T01:43:29
TXN-000329,PAY-000329-819,SET-20260805-880298,1590.69,INR,2026-08-05T05:46:00,CAPTURED,CARD,MID-1006,GW-30069749,2026-08-05T09:35:12
